EVNT_ID,VechicleMake,VehicleColor,VehicleModel,TowCompany
25T088080,Honda,Silver,Crosstour,Speeds Supertow **Tow Desk**
25T088104,Ford,Blue,XPL,B & R Towing
25T088121,Peterbilt Motors Co,Gray,,Cascade Towing & Automotive, Inc
25T088142,Ford,Silver,TAURUS,A+ Towing
25T088159,Ford,Blue,escape,Newhouse & Hutchins Towing **Tow Desk**
25T088159,Honda,Gray,crv,Speeds Supertow **Tow Desk**
25T088159,Nissan,Silver,altima,Speeds Supertow **Tow Desk**
25T088172,SIERRA,White,,Rogers Towing
25T088193,Chrysler,Black,,21st Century Towing **Tow Desk**
25T088317,Hyundai,Gray,,Speeds Supertow **Tow Desk**
25T088362,Chevrolet,Silver,MALIBU,21st Century Towing **Tow Desk**
25T088524,,,,Emerald Valley Towing
25T088556,,,,Affordable Towing & Repair, LLC
25T088657,Mitsubishi,Gray,Eclipse,21st Century Towing
25T088902,Freightliner Corp,,,
25T088932,Volkswagen,,JETTA,Fenns Towing & Repair
25T088932,Volkswagen,,JETTA,Wagontire Towing & Recovery
25T088932,Volkswagen,,JETTA,M J Goss Motor Company
25T088932,Volkswagen,,JETTA,Captain Hooks Towing
25T088932,Volkswagen,,JETTA,Rock & Sons Tire & Auto
25T088988,Volvo,,,
25T089015,,,,A-1 Charlies Towing Inc
25T089015,,,,
25T089015,,,,Rogers Towing
25T089015,,,,
25T089015,,,,Bobs Auto & Towing
25T089015,Ford,Green,Ranger,
25T089015,Ford,Green,Ranger,Bobs Auto & Towing
25T089033,Acura,Silver,Integra,Elite Towing & Recovery **Tow Desk**
25T089204,Honda,Black,CRV,Sargeants Towing **Tow Desk**
25T089228,Toyota,Green,Prius,Day N Nite Towing, LLC
25T089234,Subaru,Gold,Outback,Davis Towing Inc
25T089270,Ford,Black,Mustang,Speeds Supertow **Tow Desk**
25T089304,Subaru,White,Legacy,Rivers Edge Towing
25T089304,Subaru,White,Legacy,
25T089342,Ford,Black,F150,Newhouse & Hutchins Towing
25T089360,Toyota,Gray,Rav 4,Olson Bros Towing
25T089360,Toyota,Gray,Rav 4,All Ways Towing
25T089422,Kia Motors Corp.,White,Forte,Speeds Supertow **Tow Desk**
25T089529,Cadillac,Gray,DEV,Blu-Line Towing
25T089599,WNGBO,Tan,,All Star 24 HR Towing, LLC
25T089599,WNGBO,Tan,,Oregon Towing
25T089599,WNGBO,Tan,,3 Boys Classic Towing
25T089599,WNGBO,Tan,,Goodfellas Towing
25T089599,WNGBO,Tan,,Meraki Towing, LLC
25T089628,Dodge,White,Dakota,
25T089628,Dodge,White,Dakota,Bud's Towing, Inc
25T089781,Chrysler,Blue,200,Santiam Towing & Recovery
25T089822,Kia Motors Corp.,Gray,TELLURDIDE,Speeds Supertow **Tow Desk**
25T089868,Lincoln-Continental,Blue,TOWN CAR,Sergeants Towing and Recovery **Tow Desk**
25T089924,Lexus,,,Newhouse & Hutchins Towing
25T090019,GMC,Black,,Newhouse & Hutchins Towing
25T090026,Toyota,White,TUNDRA,Elite Towing & Recovery **Tow Desk**
25T090032,Toyota,White,CAMRY,All Star Towing & RV Storage
25T090032,Toyota,Black,CAMRY,All Star Towing & RV Storage
25T090083,Mazda,Silver,MZ3,Speeds Supertow **Tow Desk**
25T090226,Buick,Blue,,Fox Towing Two, LLC
25T090226,Buick,Blue,,
25T090253,Ford,Red,f350,Northwestern Towing & Recovery **Tow Desk**
25T090253,Ford,White,,21st Century Towing **Tow Desk**
25T090253,Ford,White,,
25T090260,Ford,White,,21st Century Towing **Tow Desk**
25T090300,,,,
25T090300,,,,Fox Towing Two, LLC
25T090300,,,,21st Century Towing **Tow Desk**
25T090320,Mercedes-Benz,White,,Elite Towing & Recovery **Tow Desk**
25T090336,Toyota,Blue,rav4,21st Century Towing **Tow Desk**
25T090342,Kia Motors Corp.,Green,soul,Newhouse & Hutchins Towing **Tow Desk**
25T090416,Ford,White,FIESTA,21st Century Towing **Tow Desk**
25T090420,Freightliner Corp,White,,Northwestern Towing & Recovery **Tow Desk**
25T090437,Audi,Gray,Q3,Northwestern Towing & Recovery **Tow Desk**
25T090512,Chrysler,Black,,Speeds Supertow **Tow Desk**
25T090568,Audi,Black,q7,Anderson Towing & Recovery
25T090568,Audi,Black,q7,Beaverton Towing, LLC
25T090577,Nissan,Gray,rogue,Northwestern Towing & Recovery **Tow Desk**
25T090687,Kia Motors Corp.,Silver,sorrento,21st Century Towing **Tow Desk**
25T090702,Toyota,Silver,,Elite Towing & Recovery **Tow Desk**
25T090734,Ford,Blue,RANGER,Wiltse Towing LLC
25T090883,,,,Mast Bros Enterprises Inc
25T090889,Toyota,Black,rav4,Elite Towing & Recovery **Tow Desk**
25T090921,Toyota,Silver,camry,Elite Towing & Recovery **Tow Desk**
25T090944,,,,Consolidated Towing Inc
25T090944,,,,Crockett Interstate Towing & Transport, Inc
25T090944,,,,T & M Towing & Hazmat, Inc
25T090944,,,,AA Towing
25T090944,,,,AA Towing
25T091076,Toyota,Silver,Highlander,
25T091076,Toyota,Silver,Highlander,Northwestern Towing & Recovery **Tow Desk**
25T091115,Chevrolet,,S10,
25T091115,Chevrolet,,S10,Newhouse & Hutchins Towing
25T091190,Jeep (1989-Current),White,,Northwestern Towing & Recovery **Tow Desk**
25T091485,Honda,White,CIVIC,Elite Towing & Recovery **Tow Desk**
25T091544,Jeep (1989-Current),White,Grand Cherokee,Speeds Supertow **Tow Desk**
25T091698,Tesla,Black,Y,21st Century Towing
25T091698,Chevrolet,,equinox,21st Century Towing
25T091713,Toyota,Silver,highlander,Northwestern Towing & Recovery **Tow Desk**
25T091713,Toyota,Silver,highlander,
25T091734,,,,Rogers Towing
25T091734,,,,
25T091797,Toyota,Red,Prius,21st Century Towing
25T091833,Kia Motors Corp.,Red,,21st Century Towing
25T091844,Honda,Gold,ACCORD,21st Century Towing **Tow Desk**
25T091844,Honda,Gold,ACCORD,
25T091942,Ford,Blue,F250,Abbas Towing
25T091949,Toyota,White,Highlander,Elite Towing & Recovery **Tow Desk**
25T091955,BMW,,,Sargeants Towing **Tow Desk**
25T092199,Volkswagen,White,,Sargeants Towing **Tow Desk**
25T092201,,,,B & R Towing & Recovery
25T092223,Dodge,slver,caliber,21st Century Towing **Tow Desk**
25T092223,Audi,Silver,a6,21st Century Towing **Tow Desk**
25T092288,Mazda,Black,3,21st Century Towing **Tow Desk**
25T092366,Toyota,Silver,Corolla,21st Century Towing **Tow Desk**
25T092366,Dodge,Black,Durango,21st Century Towing **Tow Desk**
25T092439,Chevrolet,Black,Suburban,Rivers Edge Towing
25T092479,Kia Motors Corp.,Gray,,Northwestern Towing & Recovery **Tow Desk**
25T092482,,,,Webfoot Towing
25T092515,Mitsubishi,Blue,eclipse,Elite Towing & Recovery
25T092590,Ford,Black,f350,Elite Towing & Recovery **Tow Desk**
25T092639,Honda,Black,fit,
25T092639,Honda,Black,fit,21st Century Towing **Tow Desk**
25T092667,Ford,Red,focus,Newhouse & Hutchins Towing
25T092754,Toyota,,,Northwestern Towing & Recovery
25T092766,,,,Taylor's Towing & Auto Wrecking
25T092766,,,,Taylor's Towing & Auto Wrecking
25T092795,Subaru,Silver,OUTBACK,Sargeants Towing **Tow Desk**
25T092802,Honda,,CIVIC,Elite Towing & Recovery **Tow Desk**
25T092815,Ford,,F350,AA Towing
25T092815,Ford,,F350,
25T092815,Ford,,F350,All Star Towing & Recovery
25T092839,Ford,White,F-150,Day N Nite Towing, LLC
25T092846,Nissan,BLK,ALT,All Around Towing
25T092846,Nissan,BLK,ALT,M & M Auto Wrecking & Towing
25T092846,Nissan,BLK,ALT,
25T092902,Jeep (Prior to 1970),White,,21st Century Towing **Tow Desk**
25T092943,Chrysler,Blue,,Newhouse & Hutchins Towing
25T093100,Subaru,White,FORRESTER,All-Rite Towing & Recovery, LLC
25T093106,Nissan,Silver,altima,Elite Towing & Recovery **Tow Desk**
25T093113,Subaru,Blue,,21st Century Towing **Tow Desk**
25T093118,Kia Motors Corp.,Purple,optima,21st Century Towing **Tow Desk**
25T093173,Dodge,Black,caravan,Northwestern Towing & Recovery **Tow Desk**
25T093178,Subaru,Gray,tribeca,Sergeants Towing and Recovery **Tow Desk**
25T093218,Ford,,,21st Century Towing **Tow Desk**
25T093291,Honda,Silver,ACCORD,Santiam Towing & Recovery
25T093319,TOYT,,PRIUS,AA Rowleys Towing
25T093352,Honda,,ACCORD,Menefee Welding Repair & Towing, LLC
25T093352,Honda,,ACCORD,Car Care Tow Pro, Inc
25T093392,Volkswagen,Black,jetta,Speeds Supertow **Tow Desk**
25T093490,Toyota,Black,Sienna,Sergeants Towing and Recovery **Tow Desk**
25T093606,Toyota,White,Prius,Speeds Supertow **Tow Desk**
25T093636,Toyota,Blue,SOLARA,Speeds Supertow **Tow Desk**
25T093664,Jeep (1989-Current),Black,LIBERTY,Northwestern Towing & Recovery
25T093664,Jeep (1989-Current),Black,LIBERTY,
25T093833,Jaguar,,,21st Century Towing
25T093868,Dodge,RUST,,Elite Towing & Recovery **Tow Desk**
25T093874,Toyota,Silver,TACOMA,Anderson Towing & Recovery
25T093890,Hyundai,Silver,,Elite Towing & Recovery
25T093890,Toyota,Gray,TACOMA,Sergeants Towing and Recovery **Tow Desk**
